Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
SSD,MZ-V7P512BW,Samsung,970 Pro NVMe PCIe M.2 512GB,10,333,45760,https://ssd.userbenchmark.com/SpeedTest/498971/Samsung-SSD-970-PRO-512GB
SSD,MZ-V7S2T0BW,Samsung,970 Evo Plus NVMe PCIe M.2 2TB,11,332,3145,https://ssd.userbenchmark.com/SpeedTest/798635/Samsung-SSD-970-EVO-Plus-2TB
SSD,MZ-V7S2T0B/AM,Samsung,970 Evo Plus NVMe PCIe M.2 2TB,11,332,3145,https://ssd.userbenchmark.com/SpeedTest/798635/Samsung-SSD-970-EVO-Plus-2TB
SSD,MZ-V7P1T0BW,Samsung,970 Pro NVMe PCIe M.2 1TB,12,331,18074,https://ssd.userbenchmark.com/SpeedTest/497261/Samsung-SSD-970-PRO-1TB
SSD,MZ-V7S1T0BW,Samsung,970 Evo Plus NVMe PCIe M.2 1TB,13,321,55344,https://ssd.userbenchmark.com/SpeedTest/693540/Samsung-SSD-970-EVO-Plus-1TB
SSD,MZ-V7S1T0B/AM,Samsung,970 Evo Plus NVMe PCIe M.2 1TB,13,321,55344,https://ssd.userbenchmark.com/SpeedTest/693540/Samsung-SSD-970-EVO-Plus-1TB
SSD,5MS24AA#ABC,HP,EX950 NVMe PCIe M.2 2TB,14,316,619,https://ssd.userbenchmark.com/SpeedTest/710813/HP-SSD-EX950-2TB
SSD,MZ-V7E1T0BW,Samsung,970 Evo NVMe PCIe M.2 1TB,15,306,73348,https://ssd.userbenchmark.com/SpeedTest/494791/Samsung-SSD-970-EVO-1TB
SSD,5MS23AA#ABC,HP,EX950 NVMe PCIe M.2 1TB,16,305,903,https://ssd.userbenchmark.com/SpeedTest/706053/HP-SSD-EX950-1TB
SSD,2YY47AA#ABC,HP,EX920 NVMe PCIe M.2 1TB,17,299,6050,https://ssd.userbenchmark.com/SpeedTest/488611/HP-SSD-EX920-1TB
SSD,ASX8200NP-960GT-C,Adata,XPG SX8200 NVMe PCIe M.2 960GB,18,299,2159,https://ssd.userbenchmark.com/SpeedTest/504709/ADATA-SX8200NP
SSD,SB-ROCKET-NVMe4-500,Sabrent,Rocket 4 NVMe PCIe M.2 500GB,19,297,1029,https://ssd.userbenchmark.com/SpeedTest/905105/Sabrent-Rocket-40-500GB
SSD,ASX8200PNP-2TT-C,Adata,XPG SX8200 Pro NVMe PCIe M.2 2TB,20,293,49,https://ssd.userbenchmark.com/SpeedTest/892867/NVMe-ADATA-SX8200PNP
SSD,ASX8200PNP-1TT-C,Adata,XPG SX8200 Pro NVMe PCIe M.2 1TB,21,292,19568,https://ssd.userbenchmark.com/SpeedTest/638791/ADATA-SX8200PNP
SSD,MZ-V7E2T0BW,Samsung,970 Evo NVMe PCIe M.2 2TB,22,291,5541,https://ssd.userbenchmark.com/SpeedTest/501128/Samsung-SSD-970-EVO-2TB
SSD,MZ-V7S500BW,Samsung,970 Evo Plus NVMe PCIe M.2 500GB,23,287,93558,https://ssd.userbenchmark.com/SpeedTest/700020/Samsung-SSD-970-EVO-Plus-500GB
SSD,MZ-V7S500B/AM,Samsung,970 Evo Plus NVMe PCIe M.2 500GB,23,287,93558,https://ssd.userbenchmark.com/SpeedTest/700020/Samsung-SSD-970-EVO-Plus-500GB
SSD,MZ-V6P2T0BW,Samsung,960 Pro NVMe PCIe M.2 2TB,24,284,2214,https://ssd.userbenchmark.com/SpeedTest/215493/Samsung-SSD-960-PRO-2TB
SSD,WDS100T3X0C,WD,Black SN750 NVMe PCIe M.2 1TB (2019),25,282,5423,https://ssd.userbenchmark.com/SpeedTest/703216/WDS100T3X0C-00SJG0
SSD,MZ-V6P1T0BW,Samsung,960 Pro NVMe PCIe M.2 1TB,26,280,10361,https://ssd.userbenchmark.com/SpeedTest/200815/Samsung-SSD-960-PRO-1TB
SSD,MZ-V6P512BW,Samsung,960 Pro NVMe PCIe M.2 512GB,27,280,44897,https://ssd.userbenchmark.com/SpeedTest/182182/Samsung-SSD-960-PRO-512GB
SSD,SSDPEK1W120GA01,Intel,800p NVMe PCIe M.2 118GB,28,279,81,https://ssd.userbenchmark.com/SpeedTest/489136/NVMe-INTEL-SSDPEK1W12
SSD,MKNSSDPL500GB-D8,Mushkin,Pilot NVMe PCIe M.2 500GB,29,279,1184,https://ssd.userbenchmark.com/SpeedTest/517228/MKNSSDPL500GB-D8
SSD,WDS200T3X0C,WD,Black SN750 NVMe PCIe M.2 2TB (2019),30,275,212,https://ssd.userbenchmark.com/SpeedTest/764887/WDS200T3X0C-00SJG0
SSD,MZ-V7E500BW,Samsung,970 Evo NVMe PCIe M.2 500GB,31,270,165248,https://ssd.userbenchmark.com/SpeedTest/493995/Samsung-SSD-970-EVO-500GB
SSD,SDSSDXPM2-1T00-G25,SanDisk,Extreme Pro NVMe PCIe M.2 1TB (2018),32,268,715,https://ssd.userbenchmark.com/SpeedTest/493695/SanDisk-Extreme-Pro-1TB
SSD,AGAMMIXS11-480GT-C,XPG,Gammix S11 NVMe PCIe M.2 480GB,33,266,1246,https://ssd.userbenchmark.com/SpeedTest/506229/XPG-GAMMIX-S11
SSD,5MS22AA#ABC,HP,EX950 NVMe PCIe M.2 512GB,34,263,599,https://ssd.userbenchmark.com/SpeedTest/705098/HP-SSD-EX950-512GB
SSD,ASX8200NP-480GT-C,Adata,XPG SX8200 NVMe PCIe M.2 480GB,35,263,8448,https://ssd.userbenchmark.com/SpeedTest/482768/ADATA-SX8200NP
SSD,2YY46AA#ABC,HP,EX920 NVMe PCIe M.2 512GB,36,260,3767,https://ssd.userbenchmark.com/SpeedTest/486240/HP-SSD-EX920-512GB
SSD,ASX8200PNP-512GT-C,Adata,XPG SX8200 Pro NVMe PCIe M.2 512GB,37,258,19263,https://ssd.userbenchmark.com/SpeedTest/634807/ADATA-SX8200PNP
SSD,WDS100T2X0C,WD,Black NVMe PCIe M.2 1TB (2018),38,258,3315,https://ssd.userbenchmark.com/SpeedTest/486281/WDS100T2X0C-00L350
SSD,SSDPEK1W060GA01,Intel,800p NVMe PCIe M.2 58GB,39,257,31,https://ssd.userbenchmark.com/SpeedTest/483445/NVMe-INTEL-SSDPEK1W06
SSD,MZ-V7S250BW,Samsung,970 Evo Plus NVMe PCIe M.2 250GB,40,250,25989,https://ssd.userbenchmark.com/SpeedTest/711305/Samsung-SSD-970-EVO-Plus-250GB
SSD,MZ-V7S250B/AM,Samsung,970 Evo Plus NVMe PCIe M.2 250GB,40,250,25989,https://ssd.userbenchmark.com/SpeedTest/711305/Samsung-SSD-970-EVO-Plus-250GB
SSD,MZ-V6E1T0BW,Samsung,960 Evo NVMe PCIe M.2 1TB,41,248,25854,https://ssd.userbenchmark.com/SpeedTest/211052/Samsung-SSD-960-EVO-1TB
SSD,MZVKW512HMJP-00000,Samsung,SM961 NVMe PCIe M.2 512GB,42,245,9389,https://ssd.userbenchmark.com/SpeedTest/147864/NVMe-SAMSUNG-MZVKW512
SSD,WDS500G3X0C,WD,Black SN750 NVMe PCIe M.2 500GB (2019),43,244,10310,https://ssd.userbenchmark.com/SpeedTest/701228/WDS500G3X0C-00SJG0
SSD,MZVLB1T0HALR,Samsung,PM981 NVMe PCIe M.2 1TB,44,242,13065,https://ssd.userbenchmark.com/SpeedTest/413203/PM981-NVMe-Samsung-1024GB
SSD,SSDPEKNW020T8X1,Intel,660p NVMe PCIe M.2 2TB,45,238,11490,https://ssd.userbenchmark.com/SpeedTest/610546/INTEL-SSDPEKNW020T8
SSD,SDSSDXPM2-500G-G25,SanDisk,Extreme Pro NVMe PCIe M.2 500GB (2018),46,238,1262,https://ssd.userbenchmark.com/SpeedTest/513270/SanDisk-Extreme-Pro-500GB
SSD,CT1000P1SSD8,Crucial,P1 3D NVMe PCIe M.2 1TB,47,237,32092,https://ssd.userbenchmark.com/SpeedTest/607339/CT1000P1SSD8
SSD,CSSD-F960GBMP510,Corsair,Force NVMe PCIe M.2 960GB,48,236,9179,https://ssd.userbenchmark.com/SpeedTest/609454/Force-MP510
SSD,CSSD-F1920GBMP510,Corsair,Force NVMe PCIe M.2 2TB,49,235,868,https://ssd.userbenchmark.com/SpeedTest/633975/Force-MP510
SSD,WDS500G2X0C,WD,Black NVMe PCIe M.2 500GB (2018),50,231,12001,https://ssd.userbenchmark.com/SpeedTest/485459/WDS500G2X0C-00L350
SSD,MZ-V7E250BW,Samsung,970 Evo NVMe PCIe M.2 250GB,51,230,93221,https://ssd.userbenchmark.com/SpeedTest/494033/Samsung-SSD-970-EVO-250GB
SSD,2YY45AA#ABC,HP,EX920 NVMe PCIe M.2 256GB,52,228,902,https://ssd.userbenchmark.com/SpeedTest/537061/HP-SSD-EX920-256GB
SSD,,Samsung,PM961 NVMe PCIe M.2 1TB,53,226,3716,https://ssd.userbenchmark.com/SpeedTest/165378/NVMe-SAMSUNG-MZVLW1T0
SSD,ZP1000GM300,Seagate,FireCuda 510 NVMe PCIe M.2 1TB,54,225,289,https://ssd.userbenchmark.com/SpeedTest/819569/Seagate-FireCuda-510-SSD-ZP1000GM30001
SSD,MZ-V5P512BW,Samsung,950 NVMe PCIe M.2 512GB,55,223,35509,https://ssd.userbenchmark.com/SpeedTest/38554/NVMe-Samsung-SSD-950
SSD,MZVLB512HAJQ,Samsung,PM981 NVMe PCIe M.2 512GB,56,223,26972,https://ssd.userbenchmark.com/SpeedTest/401452/SAMSUNG-MZVLB512HAJQ-000L2
SSD,ASX8200PNP-256GT-C,Adata,XPG SX8200 Pro NVMe PCIe M.2 256GB,57,222,10450,https://ssd.userbenchmark.com/SpeedTest/636955/ADATA-SX8200PNP
SSD,SSDPEKKW512G8XT,Intel,760p Series NVMe PCIe M.2 512GB,58,221,3329,https://ssd.userbenchmark.com/SpeedTest/433786/INTEL-SSDPEKKW512G8
SSD,MZ-V6E500BW,Samsung,960 Evo NVMe PCIe M.2 500GB,59,216,112159,https://ssd.userbenchmark.com/SpeedTest/204072/Samsung-SSD-960-EVO-500GB
SSD,ZP2000GM300,Seagate,FireCuda 510 NVMe PCIe M.2 2TB,60,216,181,https://ssd.userbenchmark.com/SpeedTest/827002/Seagate-FireCuda-510-SSD-ZP2000GM30001
SSD,MKNSSDPL250GB-D8,Mushkin,Pilot NVMe PCIe M.2 250GB,61,211,455,https://ssd.userbenchmark.com/SpeedTest/515464/MKNSSDPL250GB-D8
SSD,SSDPE2MD400G401,Intel,DC P3700 Series NVMe PCIe 400GB,62,208,52,https://ssd.userbenchmark.com/SpeedTest/16595/NVMe-INTEL-SSDPEDMD40
SSD,AGAMMIXS11-240GT-C,XPG,Gammix S11 NVMe PCIe M.2 240GB,63,207,1397,https://ssd.userbenchmark.com/SpeedTest/497242/XPG-GAMMIX-S11
SSD,SSDPEKNW010T8X1,Intel,660p NVMe PCIe M.2 1TB,64,202,52132,https://ssd.userbenchmark.com/SpeedTest/602553/INTEL-SSDPEKNW010T8
SSD,CSSD-F480GBMP510,Corsair,Force NVMe PCIe M.2 480GB,65,202,10341,https://ssd.userbenchmark.com/SpeedTest/626885/Force-MP510
SSD,MZVPV512HDGL-00000,Samsung,SM951 NVMe PCIe M.2 512GB,66,200,7658,https://ssd.userbenchmark.com/SpeedTest/30300/NVMe-SAMSUNG-MZVKV512
SSD,WDS250G3X0C,WD,Black SN750 NVMe PCIe M.2 250GB (2019),67,199,3594,https://ssd.userbenchmark.com/SpeedTest/716792/WDS250G3X0C-00SJG0
SSD,,Samsung,PM961 NVMe PCIe M.2 512GB,68,198,24923,https://ssd.userbenchmark.com/SpeedTest/181300/NVMe-SAMSUNG-MZVLW512
SSD,ASX6000PNP-1TT-C,Adata,XPG SX6000 Pro NVMe PCIe M.2 1TB,69,197,1280,https://ssd.userbenchmark.com/SpeedTest/664077/ADATA-SX6000PNP
SSD,MZ-V6E250BW,Samsung,960 Evo NVMe PCIe M.2 250GB,70,197,158875,https://ssd.userbenchmark.com/SpeedTest/200373/Samsung-SSD-960-EVO-250GB
SSD,MZ-V5P256BW,Samsung,950 NVMe PCIe M.2 256GB,71,196,26658,https://ssd.userbenchmark.com/SpeedTest/38570/NVMe-Samsung-SSD-950
SSD,ASX6000PNP-512GT-C,Adata,XPG SX6000 Pro NVMe PCIe M.2 512GB,72,196,2435,https://ssd.userbenchmark.com/SpeedTest/594216/ADATA-SX6000PNP
SSD,CSSD-N800GBNX500,Corsair,Neutron NX500 NVMe PCIe 800GB,73,195,61,https://ssd.userbenchmark.com/SpeedTest/369784/Neutron-NX500
SSD,PX-512M8PeG,Plextor,M8Pe NVMe PCIe M.2 512GB,74,195,1388,https://ssd.userbenchmark.com/SpeedTest/169863/PLEXTOR-PX-512M8PeG
SSD,PX-1TM8PeG,Plextor,M8Pe NVMe PCIe M.2 1TB,75,194,276,https://ssd.userbenchmark.com/SpeedTest/175630/PLEXTOR-PX-1TM8PeG
SSD,WDS500G1B0C,WD,Blue SN500 NVMe PCIe M.2 500GB,76,192,5825,https://ssd.userbenchmark.com/SpeedTest/759521/WDC-WDS500G1B0C-00S6U0
SSD,ZTSSD-PG3-480G-GE,Zotac,Sonix NVMe PCIe 480GB,77,191,191,https://ssd.userbenchmark.com/SpeedTest/131041/NVMe-ZTSSDPG3-480G-GE
SSD,SSDPEDMW400G4X1,Intel,750 Series NVMe PCIe 400GB,78,191,6379,https://ssd.userbenchmark.com/SpeedTest/26870/NVMe-INTEL-SSDPEDMW40
SSD,SSDPEDMW400G4R5,Intel,750 Series NVMe PCIe 400GB,78,191,6379,https://ssd.userbenchmark.com/SpeedTest/26870/NVMe-INTEL-SSDPEDMW40
SSD,CT500P1SSD8,Crucial,P1 3D NVMe PCIe M.2 500GB,79,189,21596,https://ssd.userbenchmark.com/SpeedTest/614152/CT500P1SSD8
SSD,,Intel,Optane+ NVMe PCIe 128GB,80,188,146,https://ssd.userbenchmark.com/SpeedTest/278104/Intel-Optane-119GBSSD
SSD,ASX8200NP-240GT-C,Adata,XPG SX8200 NVMe PCIe M.2 240GB,81,188,5983,https://ssd.userbenchmark.com/SpeedTest/480586/ADATA-SX8200NP
SSD,SSDPEKKW256G8XT,Intel,760p Series NVMe PCIe M.2 256GB,82,188,11268,https://ssd.userbenchmark.com/SpeedTest/434656/INTEL-SSDPEKKW256G8
SSD,WDS250G2X0C,WD,Black NVMe PCIe M.2 250GB (2018),83,188,5976,https://ssd.userbenchmark.com/SpeedTest/482421/WDS250G2X0C-00L350
SSD,,Intel,Optane+ NVMe PCIe 500GB,84,187,628,https://ssd.userbenchmark.com/SpeedTest/268688/Intel-Optane-466GBSSD
SSD,CSSD-N400GBNX500,Corsair,Neutron NX500 NVMe PCIe 400GB,85,187,292,https://ssd.userbenchmark.com/SpeedTest/331636/Neutron-NX500
SSD,MZVLW256HEHP,Samsung,PM961 NVMe PCIe M.2 256GB,86,187,48624,https://ssd.userbenchmark.com/SpeedTest/174249/SAMSUNG-MZVLW256HEHP-00000
SSD,MZHPV512HDGL-00000,Samsung,SM951 AHCI PCIe M.2 512GB,87,185,3378,https://ssd.userbenchmark.com/SpeedTest/24647/SAMSUNG-MZHPV512HDGL-00000
SSD,MZVPV256HDGL-00000,Samsung,SM951 NVMe PCIe M.2 256GB,88,184,6947,https://ssd.userbenchmark.com/SpeedTest/30950/NVMe-SAMSUNG-MZVPV256
SSD,5XM46AA#ABC,HP,EX900 NVMe PCIe M.2 1TB,89,182,58,https://ssd.userbenchmark.com/SpeedTest/695989/HP-SSD-EX900-1TB
SSD,SKC1000/960G,Kingston,KC1000 NVMe PCIe M.2 960GB,90,180,172,https://ssd.userbenchmark.com/SpeedTest/320126/KINGSTON-SKC1000960G
SSD,MZVLW128,Samsung,PM961 NVMe PCIe M.2 128GB,91,180,6620,https://ssd.userbenchmark.com/SpeedTest/194898/NVMe-SAMSUNG-MZVLW128
SSD,RVD400-M22280-256G,Toshiba,OCZ RD400 NVMe PCIe M.2 256GB,92,179,2493,https://ssd.userbenchmark.com/SpeedTest/142093/NVMe-TOSHIBA-RD400
SSD,2YY44AA#ABC,HP,EX900 NVMe PCIe M.2 500GB,93,177,3083,https://ssd.userbenchmark.com/SpeedTest/532017/HP-SSD-EX900-500GB
SSD,ASX6000PNP-256GT-C,Adata,XPG SX6000 Pro NVMe PCIe M.2 256GB,94,176,2855,https://ssd.userbenchmark.com/SpeedTest/607866/ADATA-SX6000PNP
SSD,MZHPV256HDGL-00000,Samsung,SM951 AHCI PCIe M.2 256GB,95,176,4605,https://ssd.userbenchmark.com/SpeedTest/24782/SAMSUNG-MZHPV256HDGL-00000
SSD,PX-256M8PeG,Plextor,M8Pe NVMe PCIe M.2 256GB,96,174,1922,https://ssd.userbenchmark.com/SpeedTest/171701/PLEXTOR-PX-256M8PeG
SSD,MZVPV128HDGM-00000,Samsung,SM951 NVMe PCIe M.2 128GB,97,172,1374,https://ssd.userbenchmark.com/SpeedTest/34737/NVMe-SAMSUNG-MZVPV128
SSD,PH480GPM280SSDR,Patriot,Hellfire NVMe PCIe M.2 480GB,98,171,626,https://ssd.userbenchmark.com/SpeedTest/184918/Patriot-Hellfire-M2
SSD,WDS250G1B0C,WD,Blue SN500 NVMe PCIe M.2 250GB,99,165,1378,https://ssd.userbenchmark.com/SpeedTest/756076/WDC-WDS250G1B0C-00S6U0
SSD,KXG50ZNV1T02,Toshiba,XG5 NVMe PCIe M.2 1TB,100,165,4995,https://ssd.userbenchmark.com/SpeedTest/359586/KXG50ZNV1T02-NVMe-TOSHIBA-1024GB
SSD,SSDPEKNW512G8X1,Intel,660p NVMe PCIe M.2 512GB,101,165,40340,https://ssd.userbenchmark.com/SpeedTest/557263/INTEL-SSDPEKNW512G8
SSD,,Toshiba,THNSN5512GPU7 NVMe PCIe M.2 512GB,102,164,8021,https://ssd.userbenchmark.com/SpeedTest/120558/NVMe-THNSN5512GPU7-NV
SSD,CSSD-F480GBMP500,Corsair,Force MP500 NVMe PCIe M.2 480GB,103,163,2376,https://ssd.userbenchmark.com/SpeedTest/223982/Force-MP500
SSD,RVD350-FHPX28-960G,OCZ,RevoDrive 350 PCIe 960GB,104,162,129,https://ssd.userbenchmark.com/SpeedTest/15245/OCZ-REVODRIVE350
SSD,SKC1000/480G,Kingston,KC1000 NVMe PCIe M.2 480GB,105,161,673,https://ssd.userbenchmark.com/SpeedTest/316248/KINGSTON-SKC1000480G
SSD,2YY43AA#ABC,HP,EX900 NVMe PCIe M.2 250GB,106,160,3397,https://ssd.userbenchmark.com/SpeedTest/455743/HP-SSD-EX900-250GB
SSD,CSSD-F240GBMP510,Corsair,Force NVMe PCIe M.2 240GB,107,160,6847,https://ssd.userbenchmark.com/SpeedTest/612603/Force-MP510
SSD,MDNVME80-BPX-0512,MyDigitalSSD,BPX NVMe PCIe M.2 480GB,108,160,1028,https://ssd.userbenchmark.com/SpeedTest/206552/BPX
SSD,MKNSSDPL120GB-D8,Mushkin,Pilot NVMe PCIe M.2 120GB,109,158,80,https://ssd.userbenchmark.com/SpeedTest/533910/MKNSSDPL120GB-D8
SSD,MZHPV128HDGM-00000,Samsung,SM951 AHCI PCIe M.2 128GB,110,157,1677,https://ssd.userbenchmark.com/SpeedTest/26719/SAMSUNG-MZHPV128HDGM-00000
SSD,,Apple,SM0512G PCIe 500GB,111,156,742,https://ssd.userbenchmark.com/SpeedTest/25611/APPLE-SSD-SM0512G
SSD,CSSD-F240GBMP500,Corsair,Force MP500 NVMe PCIe M.2 240GB,112,155,7784,https://ssd.userbenchmark.com/SpeedTest/213562/Force-MP500
SSD,,Toshiba,THNSN5128GPU7 NVMe PCIe M.2 128GB,113,155,1020,https://ssd.userbenchmark.com/SpeedTest/38688/NVMe-THNSN5128GPU7-TO
SSD,,Samsung,PM951 NVMe PCIe M.2 512GB 1TB,114,154,1598,https://ssd.userbenchmark.com/SpeedTest/39907/NVMe-PM951-NVMe-SAMSU
SSD,MDNVME80-BPX-0256,MyDigitalSSD,BPX NVMe PCIe M.2 240GB,115,153,901,https://ssd.userbenchmark.com/SpeedTest/211350/BPX
SSD,,Apple,SM0256G PCIe 251GB,116,152,512,https://ssd.userbenchmark.com/SpeedTest/25442/APPLE-SSD-SM0256G
SSD,,Toshiba,THNSN5256GPU7 NVMe PCIe M.2 256GB,117,152,10112,https://ssd.userbenchmark.com/SpeedTest/36660/NVMe-THNSN5256GPU7-TO
SSD,ASX8000NP-512GM-C,Adata,XPG SX8000 NVMe PCIe M.2 512GB,118,151,1078,https://ssd.userbenchmark.com/SpeedTest/218488/NVMe-ADATA-SX8000NP
SSD,RVD350-FHPX28-480G,OCZ,RevoDrive 350 PCIe 480GB,119,148,420,https://ssd.userbenchmark.com/SpeedTest/13514/OCZ-REVODRIVE350
SSD,SKC1000/240G,Kingston,KC1000 NVMe PCIe M.2 240GB,120,147,1109,https://ssd.userbenchmark.com/SpeedTest/312458/KINGSTON-SKC1000240G
SSD,SSDPEDME400G401,Intel,DC P3600 Series NVMe PCIe 400GB,121,146,35,https://ssd.userbenchmark.com/SpeedTest/22744/NVMe-INTEL-SSDPEDME40
SSD,PH240GPM280SSDR,Patriot,Hellfire NVMe PCIe M.2 240GB,122,145,1406,https://ssd.userbenchmark.com/SpeedTest/179778/Patriot-Hellfire-M2
SSD,PX-512M8SeY,Plextor,M8Se NVMe PCIe M.2 512GB,123,144,133,https://ssd.userbenchmark.com/SpeedTest/341666/PLEXTOR-PX-512M8SeG
SSD,PX-512M8SeG,Plextor,M8Se NVMe PCIe M.2 512GB,123,144,133,https://ssd.userbenchmark.com/SpeedTest/341666/PLEXTOR-PX-512M8SeG
SSD,PX-512M8SeGN,Plextor,M8Se NVMe PCIe M.2 512GB,123,144,133,https://ssd.userbenchmark.com/SpeedTest/341666/PLEXTOR-PX-512M8SeG
SSD,PX-1TM8SeY,Plextor,M8Se NVMe PCIe M.2 1TB,124,144,67,https://ssd.userbenchmark.com/SpeedTest/331208/PLEXTOR-PX-1TM8SeG
SSD,PX-1TM8SeG,Plextor,M8Se NVMe PCIe M.2 1TB,124,144,67,https://ssd.userbenchmark.com/SpeedTest/331208/PLEXTOR-PX-1TM8SeG
SSD,PX-1TM8SeGN,Plextor,M8Se NVMe PCIe M.2 1TB,124,144,67,https://ssd.userbenchmark.com/SpeedTest/331208/PLEXTOR-PX-1TM8SeG
SSD,MDNVME80-BPX-0128,MyDigitalSSD,BPX NVMe PCIe M.2 120GB,125,144,585,https://ssd.userbenchmark.com/SpeedTest/217777/BPX
SSD,SHPM2280P2/480G,Kingston,HyperX Predator AHCI PCIe M.2 480GB,126,143,1406,https://ssd.userbenchmark.com/SpeedTest/27251/Kingston-SHPM2280P2480G
SSD,PX-128M8PeG,Plextor,M8Pe NVMe PCIe M.2 128GB,127,140,347,https://ssd.userbenchmark.com/SpeedTest/171560/PLEXTOR-PX-128M8PeG
SSD,,Samsung,PM951 NVMe PCIe M.2 512GB,128,139,4613,https://ssd.userbenchmark.com/SpeedTest/37633/NVMe-PM951-NVMe-SAMSU
SSD,KXG50ZNV512G,Toshiba,XG5 NVMe PCIe M.2 512GB,129,139,18223,https://ssd.userbenchmark.com/SpeedTest/359770/KXG50ZNV512G-NVMe-TOSHIBA-512GB
SSD,ASX8000NP-256GM-C,Adata,XPG SX8000 NVMe PCIe M.2 256GB,130,139,1891,https://ssd.userbenchmark.com/SpeedTest/209005/NVMe-ADATA-SX8000NP
SSD,SA1000M8/960G,Kingston,A1000 NVMe PCIe M.2 960GB,131,138,958,https://ssd.userbenchmark.com/SpeedTest/495225/KINGSTON-SA1000M8960G
SSD,PX-256M8SeY,Plextor,M8Se NVMe PCIe M.2 256GB,132,137,252,https://ssd.userbenchmark.com/SpeedTest/327270/PLEXTOR-PX-256M8SeG
SSD,PX-256M8SeG,Plextor,M8Se NVMe PCIe M.2 256GB,132,137,252,https://ssd.userbenchmark.com/SpeedTest/327270/PLEXTOR-PX-256M8SeG
SSD,PX-256M8SeGN,Plextor,M8Se NVMe PCIe M.2 256GB,132,137,252,https://ssd.userbenchmark.com/SpeedTest/327270/PLEXTOR-PX-256M8SeG
SSD,2YY42AA#ABC,HP,EX900 NVMe PCIe M.2 120GB,133,136,661,https://ssd.userbenchmark.com/SpeedTest/489362/HP-SSD-EX900-120GB
SSD,CSSD-F120GBMP500,Corsair,Force MP500 NVMe PCIe M.2 120GB,134,135,7759,https://ssd.userbenchmark.com/SpeedTest/221057/Force-MP500
SSD,SSDPEKKW128G8XT,Intel,760p Series NVMe PCIe M.2 128GB,135,134,1081,https://ssd.userbenchmark.com/SpeedTest/446913/INTEL-SSDPEKKW128G8
SSD,SA1000M8/480G,Kingston,A1000 NVMe PCIe M.2 480GB,136,133,6406,https://ssd.userbenchmark.com/SpeedTest/492906/KINGSTON-SA1000M8480G
SSD,MDNVME80-SBX-0512,MyDigitalSSD,SBX NVMe PCIe M.2 512GB,137,131,133,https://ssd.userbenchmark.com/SpeedTest/438137/SBX
SSD,SHPM2280P2/240G,Kingston,HyperX Predator AHCI PCIe M.2 240GB,138,131,4564,https://ssd.userbenchmark.com/SpeedTest/26065/Kingston-SHPM2280P2240G
SSD,SSDPEKKW512G7X1,Intel,600p Series NVMe PCIe M.2 512GB,139,130,14304,https://ssd.userbenchmark.com/SpeedTest/168978/INTEL-SSDPEKKW512G7
SSD,WDS512G1X0C,WD,Black NVMe PCIe M.2 512GB (2017),140,130,8265,https://ssd.userbenchmark.com/SpeedTest/251339/WDC-WDS512G1X0C-00ENX0
SSD,ASX7000NP-512GT-C,Adata,XPG SX7000 NVMe PCIe M.2 512GB,141,130,1792,https://ssd.userbenchmark.com/SpeedTest/318275/NVMe-ADATA-SX7000NP
